13.3125, 76.0
13.375, 62.0
13.375, 77.0
13.4375, 65.0
13.4375, 74.0
13.5, 64.0
13.5, 68.0
13.5625, 77.0
13.625, 57.0
13.625, 76.0
13.6875, 74.0
13.75, 64.0
13.75, 72.0
13.875, 52.0
13.875, 71.0
13.9375, 69.0
14.0, 57.0
14.0, 69.0
14.0625, 81.0
14.125, 45.0
14.125, 79.0
14.1875, 77.0
14.25, 76.0
14.3125, 79.0
14.375, 77.0
14.4375, 81.0
14.5, 79.0
14.5625, 64.0
14.625, 62.0
14.6875, 60.0
14.75, 59.0
14.8125, 62.0
14.875, 61.0
14.9375, 64.0
15.0, 62.0
15.0625, 76.0
15.125, 77.0
15.1875, 79.0
15.25, 81.0
15.3125, 77.0
15.375, 79.0
15.4375, 76.0
15.5, 77.0
15.5625, 57.0
15.625, 59.0
15.6875, 60.0
15.75, 62.0
15.8125, 59.0
15.875, 60.0
15.9375, 57.0
16.0, 59.0
16.0, 77.0
16.0625, 79.0
16.125, 77.0
16.1875, 76.0
16.25, 74.0
16.3125, 77.0
16.375, 76.0
16.4375, 79.0
16.5, 77.0
16.5625, 62.0
16.625, 60.0
16.6875, 59.0
16.75, 57.0
16.8125, 60.0
16.875, 59.0
16.9375, 62.0
17.0, 60.0
17.0625, 74.0
17.125, 76.0
17.1875, 77.0
17.25, 79.0
17.3125, 76.0
17.375, 77.0
17.4375, 74.0
17.5, 76.0
17.5625, 55.0
17.625, 57.0
17.6875, 58.0
17.75, 60.0
17.8125, 57.0
17.875, 58.0
17.9375, 55.0
18.0, 57.0
18.0625, 72.0
18.125, 58.0
18.125, 74.0
18.1875, 76.0
18.25, 57.0
18.25, 77.0
18.3125, 74.0
18.375, 55.0
18.375, 76.0
18.4375, 72.0
18.5, 53.0
18.5, 74.0
18.5625, 76.0
18.625, 62.0
18.625, 77.0
18.6875, 79.0
18.75, 60.0
18.75, 81.0
18.8125, 77.0
18.875, 58.0
18.875, 79.0
18.9375, 76.0
19.0, 57.0
19.0, 77.0
19.0625, 79.0
19.125, 65.0
19.125, 81.0
19.1875, 83.0
19.25, 64.0
19.25, 84.0
19.3125, 81.0
19.375, 62.0
19.375, 83.0
19.4375, 79.0
19.5, 64.0
19.5, 84.0
19.5625, 50.0
19.625, 52.0
19.625, 79.0
19.6875, 53.0
19.75, 55.0
19.75, 76.0
19.8125, 52.0
19.875, 53.0
19.875, 74.0
19.9375, 50.0
19.9375, 72.0
20.0, 52.0
20.0, 72.0
20.0625, 70.0
20.125, 48.0
20.125, 69.0
20.1875, 67.0
20.25, 50.0
20.25, 65.0
20.3125, 69.0
20.375, 52.0
20.375, 67.0
20.4375, 70.0
20.5, 53.0
20.5, 69.0
20.5625, 50.0
20.5625, 71.0
20.625, 52.0
20.625, 72.0
20.6875, 53.0
20.6875, 64.0
20.75, 55.0
20.75, 62.0
20.8125, 72.0
20.875, 43.0
20.875, 65.0
20.9375, 71.0
21.0, 36.0
21.0, 48.0
21.0, 64.0
21.0, 67.0
21.0, 72.0
